CSD_code,HOMO_Energy,LUMO_Energy,Polarizability
AZUNAK,-0.21101,-0.07425,243.918164
TULKEQ,-0.15881,-0.07498,406.595632
ODEWID,-0.21049,-0.06339,232.665079
WEBWEI,-0.16645,-0.08053,410.907706
IYITAL,-0.18263,-0.08111,511.556522
LOMWOB,-0.20826,-0.08879,369.485571
KAJKUC,-0.20255,-0.07619,392.985671
YOZWEQ,-0.21311,-0.09704,418.396224
HUJJOM,-0.22925,-0.10329,354.17464
OVACAR,-0.21076,-0.10114,286.087526
CEXJOH,-0.19243,-0.07481,390.146165
NOPHAD,-0.16459,-0.04847,266.36538
SIQHUV,-0.19144,-0.03133,446.929011
OWULOI,-0.1931,-0.06411,346.879615
ZUXDIF,-0.19213,-0.05088,419.057443
IDEXIB,-0.17123,-0.07803,571.241795
VIDCOA,-0.19614,-0.0361,367.01976
XAWZEA,-0.17432,-0.07628,417.541093
ZIQCUX,-0.16582,-0.07444,448.678369
XIXXUZ,-0.16839,-0.03547,519.103558
CUFFEO,-0.20395,-0.09648,359.999542
ZEWSIG,-0.18724,-0.07979,736.517358
OZIHOW,-0.18863,-0.05863,570.753908
UBUXAQ,-0.21078,-0.07926,507.590873
MUQJIT,-0.1887,-0.07278,632.66499
RARFUM,-0.19157,-0.06395,478.522789
OLAMOE,-0.18293,-0.05509,490.994602
BEDMAZ,-0.16573,-0.03572,343.123205
JASXOR,-0.1844,-0.05171,582.681698
DEQCEK,-0.17904,-0.05541,613.088687
WUQQAA,-0.22015,-0.05981,235.276848
MITVUG,-0.16508,-0.07,463.900274
WANTIP,-0.17982,-0.08148,626.417776
DOFDUX,-0.21285,-0.07292,204.297228
APOBAK,-0.19195,-0.07317,278.251241
NIVXOG,-0.1966,-0.11172,333.68446
GAVGAL,-0.14217,-0.05326,430.687346
KOCFIS,-0.2057,-0.09342,481.35656
YEDMEB,-0.22264,-0.07134,328.820812
SUPVUV,-0.19404,-0.08284,272.480456
WEYTAW,-0.17329,-0.0762,424.487062
MIBTIA,-0.20359,-0.05141,303.483208
RIZJAN,-0.12802,-0.05462,404.745414
RUBLUW,-0.19264,-0.08511,266.170091
RERNUX,-0.18291,-0.05918,492.480902
BOHHAI,-0.17905,-0.05259,393.41111
WOGMOU,-0.25294,-0.11926,177.594655
JIRSAE,-0.19554,-0.08955,244.813718
HUQLIQ,-0.18811,-0.03731,324.760068
QELWEJ,-0.22181,-0.08316,273.10901
GIVYAN,-0.20201,-0.11034,356.785331
VAXXOI,-0.20622,-0.08029,346.396763
PIBDEK,-0.21227,-0.07339,306.244282
OLUZOK,-0.19737,-0.08713,450.506738
FEQJIV,-0.20359,-0.07366,336.154745
CIBMIK,-0.20984,-0.06583,624.60017
WATVAO,-0.20517,-0.08079,340.170335
YIVYIM,-0.19108,-0.07699,469.179457
MAJMAM,-0.21007,-0.10365,341.420032
WUNSIH,-0.22347,-0.06828,425.891427
WATSUH,-0.20175,-0.03665,304.118055
DODNIW,-0.22746,-0.11686,230.022945
QUXKIE,-0.21109,-0.08634,314.054534
EDAVEM,-0.19169,-0.06495,414.663126
HOQDIA,-0.18101,-0.01426,221.965351
ECUHEQ,-0.19759,-0.09741,547.544624
FUQZAT,-0.18804,0.00703,219.595754
TUFWAU,-0.21788,-0.11728,583.626058
ZEPQAM,-0.20577,-0.09903,252.258901
JAKSUK,-0.17977,-0.05017,546.846774
TEDJOC,-0.1786,-0.08083,457.462336
JAVDEQ,-0.19851,-0.08249,767.201307
SOQREX,-0.20982,-0.10259,455.03008
LUGBAQ,-0.17341,-0.06922,300.345736
EKADEZ,-0.18029,-0.06904,310.840179
WORBEK,-0.17194,-0.05293,716.395368
JOCGAJ,-0.17407,-0.06303,482.091505
SOVWAE,-0.20473,-0.06836,538.684598
LEXSAI,-0.2085,-0.09061,330.333599
LIMJUN,-0.20667,-0.11672,349.407389
PUTCUD,-0.22037,-0.10639,470.081488
SIGNED,-0.14877,-0.07226,574.448761
KADMAE,-0.2035,-0.09894,589.656408
FUPCEZ,-0.201,-0.0505,541.29862
XECTEE,-0.14499,-0.03957,304.680691
GIZQOX,-0.18052,-0.06358,493.071281
TIHSEI,-0.21506,-0.11311,455.985907
GUZMAR,-0.18788,-0.08688,357.43948
BOXLAC,-0.18567,-0.09182,337.13046
FOJWUX,-0.21445,-0.07387,185.60989
SOFHUT,-0.19121,-0.06654,422.214843
BIQTOM,-0.1881,-0.06944,426.379927
PUJYEY,-0.18898,-0.06041,543.498397
QAFCUV,-0.18801,-0.07339,220.20317
UVEZOM,-0.18676,-0.05569,662.505197
AQOMOJ,-0.18576,-0.02516,321.994042
ERUPIR,-0.17522,-0.06477,421.494192
IMEQOI,-0.17303,-0.06838,393.896435
WIFWAL,-0.20978,-0.06584,492.169927
HABFEV,-0.15717,-0.05921,300.30086
ENEQOD,-0.16944,-0.04109,563.652439
LEXMIL,-0.18941,-0.02359,202.45536
SOVVEH,-0.22518,-0.10621,355.716249
ACOMOV,-0.21152,-0.05149,514.189157
FOSMOP,-0.24972,-0.11403,176.216302
POVQAT,-0.17939,-0.04343,794.634366
PIGZOU,-0.21034,-0.07055,146.18609
XUXDEB,-0.2296,-0.10017,218.296948
CAXVON,-0.1918,-0.08044,333.711987
FEQJOB,-0.20537,-0.07305,455.620315
VIHCIY,-0.20133,-0.09888,191.92937
KADDEY,-0.16949,-0.07616,310.736724
FEKZUQ,-0.18942,-0.07965,215.563298
EDOWOK,-0.23453,-0.13379,525.149221
EROFIA,-0.1796,-0.03763,338.151075
QOSLEQ,-0.19996,-0.10688,153.53507
PIJMOM,-0.17261,-0.07667,418.533671
YIMJEJ,-0.20517,-0.05483,315.122534
CATKIR,-0.2261,-0.11246,180.210724
TOXLEX,-0.20837,-0.0905,330.984145
OTOPOD,-0.17529,-0.07565,462.836233
HOPLUT,-0.21192,-0.07213,322.588872
NEGWAZ,-0.16473,-0.03382,357.589942
UGAZOS,-0.19842,-0.07226,277.383773
QAFFIO,-0.16209,-0.06497,532.585923
OLUMUE,-0.22867,-0.12551,470.375509
YUHKIV,-0.19951,-0.09731,245.874582
YAXVUP,-0.22337,-0.09094,212.948833
WAXNIS,-0.18703,-0.05497,761.808029
VOBDEW,-0.08734,0.12455,188.667307
WUHRIB,-0.21288,-0.07669,279.839029
EMUZOB,-0.17196,-0.05903,466.86021
BIJMAJ,-0.20465,-0.0908,472.207949
XAXSIZ,-0.19016,-0.06374,489.357476
GOTLAE,-0.16687,-0.07868,447.565394
SIBMAS,-0.33263,-0.19032,199.683464
GOFDAG,-0.19982,-0.09498,542.883695
YOZVIT,-0.21382,-0.09817,302.905604
YAXTOH,-0.18262,-0.06495,212.951804
DOZTOD,-0.16961,-0.06437,494.136345
MITRIQ,-0.17755,-0.06532,383.142662
ABEGAP,-0.16839,-0.0858,531.242033
ITIFAU,-0.2127,-0.10023,456.703944
YUYNOX,-0.18664,-0.06584,516.700314
UCITUW,-0.1925,-0.04076,530.633137
ANAQUC,-0.13922,-0.08746,501.741049
FIVLAY,-0.21649,-0.08032,296.207396
WAHYIN,-0.21091,-0.06342,287.948447
WIGWIT,-0.18697,-0.07736,352.756689
AXEVII,-0.18534,-0.06868,414.948939
JIWHIG,-0.20369,-0.07163,280.302809
QULRUK,-0.15901,-0.05647,409.654288
ABESUV,-0.17427,-0.07246,468.211197
YAMCEV,-0.17345,-0.06473,277.546218
ISAQEY,-0.18033,-0.07025,351.279086
VAPGAU,-0.18061,-0.03872,346.556827
DEDGUP,-0.17736,-0.0315,465.979184
COGSOJ,-0.17225,-0.07545,439.66219
VEMVUE,-0.20904,-0.10449,330.6798
UBOHIC,-0.19964,-0.04471,484.770617
KAWSUY,-0.2225,-0.13299,276.512242
WUHKIU,-0.22737,-0.01907,352.503618
ZOSZIT,-0.18118,-0.08301,681.845854
ERABOP,-0.16906,-0.09563,258.037535
WUQJAT,-0.21467,-0.1186,436.234991
CIVPED,-0.20324,-0.08334,217.046041
SODMAB,-0.21736,-0.07233,335.862333
NADPAM,-0.30662,-0.21264,397.452544
XUMYUZ,-0.19103,-0.07072,626.217484
XIWGAM,-0.17829,-0.06799,611.962888
RIJQIN,-0.21471,-0.07463,655.690085
FUNSUD,-0.19177,-0.06972,257.105522
WEYTEA,-0.19798,-0.09068,386.651299
NIWCAA,-0.17626,-0.07842,623.801691
NAMGEN,-0.19663,-0.07538,396.032751
WUWHOL,-0.16026,-0.06532,479.188386
YAQTOZ,-0.19765,-0.09211,358.672315
WETHAF,-0.19657,-0.06931,486.983506
GIBKUZ,-0.15022,-0.07901,387.008707
GOCJOA,-0.1814,-0.05709,378.523668
BAXCOS,-0.14978,-0.03672,240.736658
SAPFOG,-0.17367,-0.04903,481.019817
NAGLUC,-0.1863,-0.08089,325.603331
XEJKON,-0.21106,-0.11343,413.631598
BARQUH,-0.1934,-0.06036,300.634309
PEGZAC,-0.19484,-0.04835,360.896628
EHEQAL,-0.18828,-0.05562,263.519762
LUZGAP,-0.1852,-0.09079,352.72617
FEXTAF,-0.22172,-0.10581,404.271663
FECGAW,-0.18415,-0.02863,291.163393
TEVDAB,-0.18144,-0.092,472.852871
XUWSAL,-0.18921,-0.08766,286.367298
LIBREU,-0.19801,-0.06102,433.358301
MANSOK,-0.19756,-0.07724,218.429678
BEDMIH,-0.16195,-0.02904,329.424708
MAYRAH,-0.19622,-0.11704,400.417165
AGIVOC,-0.18959,-0.06676,458.126152
EZIWEQ,-0.20825,-0.08049,338.951399
JASJUI,-0.10902,-0.07813,683.789836
MOPVAQ,-0.16099,-0.05473,266.911638
NOGDUJ,-0.20153,-0.10374,355.657402
WABBUX,-0.16648,-0.06571,471.684243
XIDKIE,-0.21935,-0.09425,455.768136
HAZXIQ,-0.17891,-0.06476,250.892974
NEVDEX,-0.19126,-0.06608,262.851212
BEHWAM,-0.1835,-0.06759,592.201011
YUVHEC,-0.17748,-0.0537,323.988376
SOBHAS,-0.20866,-0.062,377.806285
KITTIQ,-0.24305,-0.05921,302.140158
OZEQAN,-0.17793,-0.04645,576.021625
TEXLEN,-0.1982,-0.07769,387.865599
CIHGEH,-0.15444,-0.07514,410.925812
WOFYEV,-0.18701,-0.05621,293.10971
ZOPJOG,-0.17777,-0.06401,447.888743
LIRDIZ,-0.21427,-0.0932,294.589909
BEKFAY,-0.17958,-0.05474,299.193609
KUPQAP,-0.18085,-0.05482,316.382918
FINNAR,-0.16671,-0.0694,293.333906
WUYTEP,-0.2141,-0.10321,296.249083
WEFQUT,-0.21257,-0.07939,525.393426
SEFZOT,-0.18078,-0.03397,476.492767
FODTEY,-0.17554,-0.05114,635.887284
GOTZOG,-0.18704,-0.09395,857.817885
IZUDUD,-0.18425,-0.08128,446.552766
NACCOJ,-0.21588,-0.05926,246.218946
WALCAO,-0.18118,-0.09526,281.648315
TEYXIE,-0.2049,-0.07568,319.600531
CAJPUY,-0.1967,-0.05754,453.169945
YAMKIJ,-0.17694,-0.07523,354.463914
POCQIH,-0.17564,-0.07505,403.043829
PIYLIT,-0.19082,-0.04092,471.495146
GEDTUG,-0.1708,-0.1016,734.716107
CUCBUZ,-0.17593,-0.03285,569.365212
LEXKAA,-0.18457,-0.08561,325.22872
DENMUF,-0.20964,-0.07214,300.744515
ZAFWOS,-0.20811,-0.08302,298.615797
SUMQUN,-0.16789,-0.05137,597.914768
TAJXIM,-0.16857,-0.06177,364.531924
GUTCAA,-0.186,-0.03392,405.059461
USEHIK,-0.21706,-0.07833,263.38997
DOBWEX,-0.17279,-0.0785,494.972931
CUCCAG,-0.176,-0.03293,593.195072
SOSWIH,-0.14335,-0.00985,577.748642
WAYNOC,-0.19316,-0.05757,406.60479
AYAPOF,-0.20052,-0.06762,367.046754
MUCXAL,-0.19747,-0.06673,290.124853
GUVYAX,-0.16185,-0.05441,284.383162
SUPWAC,-0.23836,-0.10265,149.262023
DAWLIX,-0.21062,-0.06871,728.128694
DOHYOQ,-0.17519,-0.07674,427.651587
MACVET,-0.21174,-0.10838,407.51083
BUBMER,-0.18504,-0.03503,287.134777
BACLUO,-0.21849,-0.04585,420.019512
SUNSEB,-0.17473,-0.04994,275.663654
TUCDEB,-0.20773,-0.09684,325.909947
HOVKAG,-0.18681,-0.03521,457.935746
ZECVEI,-0.20443,-0.06564,182.845023
QURHUG,-0.17904,-0.08474,452.743639
BOQKEY,-0.18963,-0.05852,403.07327
DIZDEW,-0.22026,-0.09146,333.550707
ATUROX,-0.17587,-0.06958,383.226704
ADANOJ,-0.19443,-0.05977,361.449499
NUHCEY,-0.17587,-0.0318,209.22945
ZOCRUE,-0.18386,-0.09586,315.708655
JIFNAQ,-0.17095,-0.09012,295.138483
NAHSIA,-0.16568,-0.07267,220.042763
TOMKAH,-0.2025,-0.04111,492.050004
QAVWOB,-0.22699,-0.12123,429.239803
YIHYUJ,-0.19569,-0.06347,304.670506
JEYGAV,-0.10008,-0.0307,416.125018
OBUXIT,-0.1005,-0.00333,636.974575
PAKHIT,-0.09369,0.04128,416.638324
LOGZUD,-0.17034,-0.04246,339.953938
VARQAG,-0.14766,-0.08976,339.175333
QABNEO,-0.13995,-0.04355,257.145871
GAMYAX,-0.20144,-0.07372,325.059903
NUZTEH,-0.19255,-0.07921,276.064946
